date,txn date,clean_narrative,value
15/08/2022,15/08/2022,ATM DEPOSIT CIB MOKATAM BR BNA CAIRO EG,200.0
15/08/2022,15/08/2022,ATM WITHDRAWAL CIB MOKATTAM BR III CAIRO EG,-800.0
15/08/2022,15/08/2022,IPN Outward Payee Name: اسلماغويل Payer Name: ALY MAJED MOHAMED ABDEL Total Fees:,-200.0
17/08/2022,17/08/2022,POS PURCHASE myfawry Maadi EG,-145.5
18/08/2022,18/08/2022,POS PURCHASE TOP UP VODAFONE NSR CAIRO EG,-10.0
18/08/2022,18/08/2022,POS PURCHASE SPOTIFY STOCKHOLM SE,-82.39
21/08/2022,21/08/2022,Online Transfer Transfer to Another CIB Client,5000.0
21/08/2022,21/08/2022,ATM WITHDRAWAL CIB MOKATTAM BR II CAIRO EG,-1600.0
23/08/2022,23/08/2022,POS PURCHASE Talabat Cairo EG,-93.29
23/08/2022,23/08/2022,IPN Outward Payee Name: Abdelrahman Payer Name: ALY MAJED MOHAMED ABDEL Total Fees:,-3300.0
24/08/2022,24/08/2022,Online Transfer Transfer to Another CIB Client,1500.0
24/08/2022,24/08/2022,Inward ACH ACH(ACH/) RTIN(SALARY FO SYNDO EMPLOYEES) FROM(,2000.0
25/08/2022,25/08/2022,Online Transfer Transfer to Another CIB Client,199.93
25/08/2022,25/08/2022,Online Transfer Transfer to Another CIB Client,2400.0
25/08/2022,25/08/2022,ATM WITHDRAWAL CIB EL MAJD MOKATTAM CAIRO EG,-3800.0
30/08/2022,30/08/2022,ATM WITHDRAWAL MIDB EW CAIRO EG MIDBATM,-1205.0
30/08/2022,30/08/2022,POS PURCHASE PAYMOB BREADFAST CAIRO EG,-201.19
31/08/2022,31/08/2022,Outward Online Transfer,-200.0
31/08/2022,31/08/2022,Credit Interest,0.8
01/09/2022,01/09/2022,POS PURCHASE Oscar MarketNew Ca Others EG,-386.95
04/09/2022,04/09/2022,Online Transfer Transfer to Another CIB Client,1000.0
04/09/2022,04/09/2022,Online Transfer Transfer to Another CIB Client,1000.0
04/09/2022,04/09/2022,ATM WITHDRAWAL CIB EL MAJD MOKATTAM CAIRO EG,-1000.0
04/09/2022,04/09/2022,ATM WITHDRAWAL ST WITH AIRO EG,-405.0
04/09/2022,04/09/2022,POS PURCHASE GEIDEAMEDICA OTHERS EG,-170.0
04/09/2022,04/09/2022,POS PURCHASE TOP UP VODAFONE NSR CAIRO EG,-300.0
06/09/2022,06/09/2022,Online Transfer Transfer to Another CIB Client,9.0
06/09/2022,06/09/2022,POS PURCHASE Talabat Cairo EG,-164.59
08/09/2022,08/09/2022,Online Transfer Transfer to Another CIB Client,1800.0
11/09/2022,11/09/2022,IPN Outward Payee Name: Payer Name: Total Fees:,-600.0
11/09/2022,11/09/2022,IPN Outward Payee Name: Payer Name: Total Fees:,-1200.0
11/09/2022,11/09/2022,POS PURCHASE CHILLOUT SHENZAWY CAIRO,-220.0
11/09/2022,11/09/2022,POS PURCHASE Myfawry Maadi EG,-250.1
12/09/2022,12/09/2022,Online Transfer Personal transfer,6000.0
12/09/2022,12/09/2022,Online Transfer Transfer to Another CIB Client,-6000.0
14/09/2022,14/09/2022,POS PURCHASE SECOND CUP KORBA CAIRO,-108.0
15/09/2022,15/09/2022,Online Transfer Transfer to Another CIB Client,3600.0
18/09/2022,18/09/2022,Online Transfer Transfer to Another CIB Client,2000.0
18/09/2022,18/09/2022,IPN Outward Payee Name: reem **** **** Payer Name: ALY MAJED MOHAMED ABDEL Total,-2020.0
18/09/2022,18/09/2022,Outward Online Transfer,-1000.0
18/09/2022,18/09/2022,POS PURCHASE BUFFALO WINGS AND RI CAIRO,-311.09
19/09/2022,19/09/2022,POS PURCHASE SPOTIFY STOCKHOLM SE,-82.39
20/09/2022,20/09/2022,POS PURCHASE PAYPAL ZALANDOSE DE,-1528.75
20/09/2022,20/09/2022,POS PURCHASE Talabat Cairo EG,-107.24
21/09/2022,21/09/2022,Online Transfer Transfer to Another CIB Client,-20.0
25/09/2022,25/09/2022,POS PURCHASE RED BULL SHOP ELSBETHEN GLAAT,-1203.32
25/09/2022,25/09/2022,POS PURCHASE TOP UP VODAFONE NSR CAIRO EG,-80.0
26/09/2022,26/09/2022,Inward ACH CH(TXARIBEGCX ) RTIN(SALARY FOR SYNDO EMPLOYE,2000.0
26/09/2022,26/09/2022,ATM WITHDRAWAL BM KNOWLEDGE INTER UNI RTANTA EG,-1005.0
26/09/2022,26/09/2022,POS PURCHASE PAYMOB BREADFAST CAIRO EG,-132.5
28/09/2022,28/09/2022,ATM DEPOSIT CIB Promenade Mall Promenade Mall EG,900.0
29/09/2022,29/09/2022,Online Transfer Transfer to Another CIB Client,-4250.0
29/09/2022,29/09/2022,Credit Interest,-0.74
