date,txn date,clean_narrative,value
31/05/2022,31/05/2022,Online Transfer Transfer to Another CIB Client,-60.0
31/05/2022,31/05/2022,Fees Account Transfer \ EASY ACCOUNT MONTHLY SUBSCRIPTION FEES for,-9.81
31/05/2022,31/05/2022,POS PURCHASE SPOTIFY STOCKHOLM SE,-82.39
01/06/2022,01/06/2022,POS PURCHASE FOOD AND COMPANY CAIRO EG,-150.0
01/06/2022,01/06/2022,POS PURCHASE MASTER ON THE GO CAIRO,-7.0
01/06/2022,01/06/2022,POS PURCHASE PAYMOB gelato CAIRO EG,-35.0
01/06/2022,01/06/2022,Online Transfer Transfer to Another CIB Client,50.0
02/06/2022,02/06/2022,ATM WITHDRAWAL ALMAZA CITY CENTER AIRO EG,-150.0
21/06/2022,21/06/2022,Online Transfer Transfer to Another CIB Client,50.0
21/06/2022,21/06/2022,Online Transfer Mama,-50000.0
22/06/2022,22/06/2022,ATM DEPOSIT CIB MOKATTAM BR II CAIRO EG,2000.0
23/06/2022,23/06/2022,Online Transfer Transfer to Another CIB Client,20000.0
23/06/2022,23/06/2022,ATM WITHDRAWAL BDC MOKATTAM CAIRO EG,-2000.0
26/06/2022,26/06/2022,POS PURCHASE SPOTIFY STOCKHOLM SE,-82.39
27/06/2022,27/06/2022,ATM WITHDRAWAL NBE CAIRO EG,-3000.0
27/06/2022,27/06/2022,ATM WITHDRAWAL NBE CAIRO EG,-3000.0
27/06/2022,27/06/2022,ATM WITHDRAWAL NBE CAIRO EG,-3000.0
27/06/2022,27/06/2022,ATM WITHDRAWAL NBE CAIRO EG,-3000.0
27/06/2022,27/06/2022,ATM WITHDRAWAL NBE CAIRO EG,-3000.0
27/06/2022,27/06/2022,ATM WITHDRAWAL NBE CAIRO EG,-3000.0
29/06/2022,29/06/2022,Fees Account Transfer \ EASY ACCOUNT MONTHLY SUBSCRIPTION FEES for,-10.0
29/06/2022,29/06/2022,Credit Interest,0.14
